student_id,fee_submission_date,day_of_month
45,2023-05-16,16
31,2023-05-01,1
96,2024-01-06,6
8,2024-06-29,29
17,2022-08-19,19
44,2023-08-11,11
77,2023-05-26,26
37,2024-01-27,27
8,2024-01-30,30
95,2022-12-28,28
91,2023-03-10,10
52,2024-08-12,12
48,2024-04-17,17
70,2023-12-29,29
11,2024-05-04,4
86,2022-12-04,4
51,2022-07-28,28
98,2023-06-04,4
75,2024-05-04,4
28,2023-11-25,25
73,2024-03-19,19
29,2022-07-28,28
85,2024-08-20,20
69,2024-04-22,22
11,2024-03-19,19
50,2023-10-27,27
96,2024-07-15,15
88,2022-02-21,21
19,2024-07-10,10
3,2023-04-25,25
98,2024-12-03,3
37,2022-03-11,11
90,2024-01-20,20
14,2024-07-18,18
14,2023-03-10,10
34,2024-03-26,26
72,2024-11-23,23
19,2024-09-12,12
53,2022-03-11,11
84,2021-12-12,12
97,2024-06-12,12
53,2022-12-03,3
85,2024-05-03,3
20,2022-04-20,20
89,2024-08-12,12
1,2022-06-12,12
18,2022-02-15,15
72,2022-08-11,11
46,2023-01-31,31
56,2023-07-24,24
72,2024-01-22,22
31,2024-01-05,5
9,2024-03-11,11
68,2023-06-15,15
41,2023-10-10,10
85,2022-04-16,16
37,2023-02-02,2
18,2024-09-04,4
71,2023-07-17,17
13,2023-06-07,7
100,2022-10-09,9
58,2022-12-27,27
19,2024-04-22,22
81,2022-02-15,15
51,2021-12-16,16
10,2023-10-26,26
31,2022-02-17,17
51,2022-12-29,29
100,2023-12-06,6
14,2024-05-08,8
33,2022-12-03,3
84,2022-07-26,26
95,2024-01-06,6
75,2024-08-31,31
58,2023-03-09,9
55,2023-11-11,11
70,2024-12-06,6
32,2022-06-23,23
53,2024-10-29,29
40,2022-02-25,25
96,2022-07-19,19
32,2023-10-04,4
100,2024-07-18,18
52,2023-04-26,26
34,2024-10-29,29
9,2023-04-26,26
95,2023-04-21,21
87,2024-07-15,15
30,2024-11-18,18
100,2022-02-28,28
73,2024-06-15,15
68,2023-02-01,1
90,2023-01-24,24
62,2023-08-24,24
94,2022-02-28,28
44,2022-12-09,9
84,2022-11-01,1
21,2022-08-09,9
96,2023-08-23,23
14,2023-10-21,21
50,2023-11-11,11
81,2023-11-11,11
85,2023-03-10,10
61,2022-10-14,14
78,2024-03-11,11
60,2022-01-16,16
38,2022-08-18,18
6,2023-09-30,30
28,2023-03-03,3
59,2023-06-20,20
80,2023-03-04,4
51,2023-04-25,25
16,2023-04-25,25
27,2023-12-29,29
81,2021-12-17,17
74,2022-06-12,12
7,2023-04-21,21
52,2024-11-23,23
94,2022-12-09,9
42,2023-11-11,11
62,2024-03-07,7
70,2023-04-01,1
59,2024-01-27,27
36,2022-04-19,19
20,2024-03-07,7
61,2024-09-09,9
22,2023-08-31,31
97,2024-11-30,30
93,2023-01-27,27
28,2023-07-23,23
84,2023-06-04,4
27,2022-07-27,27
41,2024-01-06,6
72,2022-02-17,17
62,2023-01-31,31
6,2024-01-06,6
86,2024-06-29,29
91,2024-09-11,11
77,2023-02-01,1
59,2023-09-02,2
8,2023-03-09,9
83,2023-04-05,5
79,2021-12-17,17
56,2023-01-22,22
53,2023-04-22,22
1,2022-02-28,28
80,2024-03-30,30
87,2024-06-15,15
20,2024-03-07,7
10,2024-01-20,20
65,2022-03-24,24
89,2022-11-02,2
68,2022-08-29,29
12,2023-02-02,2
91,2024-09-25,25
40,2023-04-01,1
59,2022-04-20,20
81,2021-12-13,13
85,2022-07-19,19
57,2023-08-23,23
28,2022-08-18,18
79,2022-10-29,29
43,2021-12-17,17
47,2023-02-02,2
17,2023-07-29,29
74,2022-08-09,9
34,2024-07-14,14
17,2024-05-28,28
68,2024-01-30,30
66,2024-03-07,7
90,2023-02-16,16
50,2024-08-13,13
86,2023-10-27,27
80,2021-12-17,17
56,2022-06-30,30
99,2024-03-07,7
7,2023-08-31,31
83,2024-09-12,12
14,2023-08-31,31
17,2023-04-05,5
54,2022-10-29,29
27,2022-10-13,13
5,2024-01-04,4
77,2023-10-27,27
10,2023-08-31,31
23,2023-05-01,1
4,2023-01-22,22
11,2023-01-22,22
40,2022-02-11,11
36,2023-06-04,4
75,2024-03-25,25
49,2024-12-03,3
92,2021-12-13,13
44,2023-11-20,20
3,2022-01-10,10
66,2022-07-26,26
5,2024-11-30,30
85,2023-05-29,29
79,2024-04-17,17
36,2021-12-13,13
20,2022-10-05,5
60,2023-01-24,24
31,2024-05-15,15
76,2023-03-16,16
9,2023-08-11,11
49,2024-01-04,4
98,2024-05-28,28
28,2023-03-09,9
9,2022-12-04,4
87,2023-05-02,2
97,2023-01-27,27
96,2023-06-07,7
62,2024-03-26,26
37,2022-02-24,24
65,2023-04-03,3
9,2023-02-26,26
11,2024-01-30,30
92,2022-09-28,28
64,2022-12-30,30
20,2024-11-18,18
65,2023-08-31,31
38,2021-12-17,17
7,2022-06-12,12
54,2024-02-26,26
79,2023-12-06,6
24,2024-09-04,4
37,2024-01-30,30
64,2023-10-10,10
6,2022-08-16,16
56,2022-12-09,9
78,2022-07-26,26
94,2022-11-02,2
100,2023-06-04,4
68,2024-08-13,13
26,2021-12-16,16
23,2023-02-02,2
69,2024-02-26,26
91,2024-04-12,12
25,2023-11-11,11
40,2023-07-24,24
83,2023-05-01,1
28,2022-06-30,30
85,2024-07-15,15
3,2024-01-06,6
1,2023-08-11,11
43,2021-12-16,16
1,2023-03-03,3
64,2023-04-25,25
69,2024-01-06,6
46,2024-01-04,4
4,2022-06-23,23
42,2024-03-30,30
70,2023-01-23,23
68,2023-11-11,11
90,2022-12-30,30
94,2022-07-23,23
28,2023-10-26,26
50,2023-08-23,23
70,2024-11-07,7
47,2023-07-17,17
21,2023-04-25,25
68,2023-09-09,9
73,2022-10-05,5
38,2024-08-20,20
94,2023-01-17,17
97,2021-12-12,12
61,2024-09-12,12
7,2022-06-12,12
20,2024-12-06,6
70,2022-07-27,27
38,2023-01-24,24
31,2022-03-24,24
34,2024-03-30,30
88,2024-11-30,30
8,2021-12-13,13
28,2023-05-29,29
87,2023-08-27,27
93,2022-04-12,12
36,2022-07-28,28
53,2023-10-04,4
36,2024-11-18,18
89,2022-06-12,12
76,2024-03-20,20
4,2024-03-11,11
36,2022-02-28,28
14,2024-05-04,4
44,2022-04-12,12
92,2023-12-29,29
9,2024-08-20,20
15,2024-04-12,12
78,2021-12-16,16
100,2024-01-05,5
74,2023-04-22,22
36,2024-03-25,25
27,2024-03-02,2
99,2024-05-02,2
39,2024-11-18,18
17,2023-10-04,4
52,2024-06-15,15
57,2023-09-09,9
34,2023-05-01,1
82,2022-10-09,9
63,2023-07-29,29
86,2024-03-30,30
85,2024-05-08,8
13,2022-07-26,26
55,2024-03-02,2
8,2024-06-15,15
33,2022-07-20,20
72,2024-04-12,12
31,2022-02-24,24
7,2023-09-02,2
49,2024-10-29,29
47,2024-10-14,14
40,2024-01-06,6
98,2023-06-15,15
62,2024-03-19,19
31,2023-10-26,26
48,2022-07-20,20
32,2024-05-05,5
31,2023-08-11,11
52,2023-08-11,11
91,2023-07-29,29
74,2022-03-11,11
25,2024-03-11,11
82,2024-03-20,20
5,2023-09-30,30
72,2022-04-16,16
43,2024-03-11,11
16,2024-08-31,31
61,2023-06-27,27
59,2023-08-27,27
76,2022-07-26,26
78,2023-08-31,31
18,2022-08-11,11
53,2023-06-27,27
71,2023-09-09,9
39,2024-04-22,22
8,2024-08-12,12
38,2024-03-19,19
26,2023-04-21,21
14,2024-02-26,26
26,2024-07-10,10
71,2022-12-27,27
70,2023-07-07,7
36,2024-09-12,12
7,2022-06-23,23
26,2023-01-24,24
13,2022-08-16,16
91,2022-04-19,19
9,2022-07-26,26
62,2022-03-24,24
24,2021-12-17,17
70,2023-01-10,10
28,2022-07-27,27
20,2024-07-15,15
72,2023-04-26,26
47,2022-02-25,25
63,2023-02-16,16
61,2022-02-11,11
67,2023-03-10,10
21,2024-05-03,3
24,2023-01-27,27
12,2023-07-17,17
57,2023-08-26,26
22,2022-07-29,29
86,2024-03-20,20
6,2023-01-23,23
45,2024-07-15,15
77,2024-04-17,17
95,2022-02-28,28
59,2023-05-29,29
97,2023-01-22,22
19,2022-11-01,1
63,2023-08-31,31
79,2023-04-25,25
20,2022-09-10,10
16,2024-06-15,15
61,2022-02-25,25
100,2022-03-11,11
77,2022-10-08,8
16,2023-03-03,3
49,2022-10-05,5
72,2021-12-12,12
31,2022-03-11,11
4,2024-06-15,15
27,2024-03-30,30
31,2023-10-26,26
22,2023-01-31,31
2,2021-12-12,12
79,2022-07-26,26
19,2022-07-19,19
30,2023-07-24,24
41,2023-04-22,22
95,2023-07-17,17
97,2024-03-19,19
43,2023-05-01,1
24,2022-12-27,27
5,2022-10-14,14
93,2023-08-26,26
94,2023-08-11,11
25,2024-04-12,12
11,2023-11-20,20
78,2024-03-20,20
43,2024-12-06,6
52,2024-12-06,6
5,2024-09-21,21
81,2023-04-21,21
66,2022-12-28,28
63,2022-06-12,12
63,2024-03-30,30
44,2024-04-17,17
76,2024-09-21,21
45,2023-01-27,27
82,2023-07-24,24
48,2023-12-06,6
30,2021-12-16,16
50,2022-10-13,13
51,2022-08-16,16
23,2023-10-27,27
94,2023-05-01,1
78,2023-08-23,23
48,2022-10-08,8
70,2023-04-14,14
95,2021-12-17,17
62,2024-05-02,2
57,2024-01-05,5
78,2023-10-05,5
5,2022-12-30,30
3,2023-06-20,20
94,2024-06-12,12
4,2024-04-22,22
84,2023-04-22,22
37,2024-01-05,5
34,2023-01-27,27
55,2024-09-11,11
98,2024-08-20,20
56,2024-05-08,8
37,2024-01-27,27
74,2024-03-11,11
55,2022-01-10,10
30,2024-07-08,8
65,2023-09-30,30
75,2024-05-05,5
22,2022-12-09,9
75,2024-05-08,8
33,2023-08-23,23
50,2024-06-29,29
64,2023-08-23,23
83,2023-01-27,27
25,2023-01-17,17
85,2022-03-07,7
20,2024-05-02,2
32,2023-06-04,4
92,2023-01-31,31
67,2024-05-15,15
61,2022-06-23,23
90,2023-02-26,26
26,2024-05-28,28
73,2023-06-06,6
90,2024-10-29,29
24,2024-11-07,7
16,2022-12-04,4
100,2021-12-13,13
58,2022-04-20,20
14,2022-12-28,28
98,2023-01-22,22
85,2023-04-14,14
96,2022-03-07,7
32,2023-05-26,26
28,2022-07-23,23
89,2023-09-02,2
6,2023-07-29,29
60,2024-01-06,6
54,2024-03-20,20
82,2024-03-26,26
95,2024-01-04,4
81,2022-08-09,9
15,2024-05-08,8
14,2024-06-12,12
54,2024-01-06,6
43,2024-11-07,7
65,2022-08-16,16
6,2022-12-27,27
2,2023-10-05,5
33,2024-01-06,6
80,2022-12-30,30
40,2022-04-19,19
21,2024-11-18,18
6,2023-09-02,2
5,2022-08-09,9
14,2021-12-12,12
7,2024-06-15,15
2,2022-10-29,29
17,2022-11-13,13
56,2023-01-24,24
83,2023-10-04,4
74,2022-10-05,5
84,2023-01-23,23
18,2022-04-20,20
74,2023-08-31,31
18,2023-01-22,22
41,2022-09-06,6
63,2024-05-15,15
21,2023-06-06,6
4,2022-02-25,25
34,2022-08-18,18
36,2023-09-09,9
29,2023-03-04,4
43,2024-03-30,30
98,2023-08-11,11
16,2024-08-20,20
72,2023-07-07,7
93,2022-06-23,23
61,2023-07-24,24
29,2023-01-31,31
49,2024-06-15,15
81,2024-05-05,5
35,2023-09-02,2
28,2023-04-25,25
31,2024-01-06,6
33,2022-05-04,4
66,2023-01-27,27
77,2022-06-23,23
93,2023-06-15,15
73,2022-07-20,20
86,2024-03-11,11
15,2023-12-29,29
73,2022-08-18,18
4,2022-06-23,23
92,2023-09-30,30
45,2024-01-22,22
89,2023-10-10,10
46,2023-05-01,1
79,2024-04-22,22
52,2023-11-13,13
41,2024-01-06,6
17,2024-03-11,11
65,2022-06-23,23
43,2024-10-14,14
12,2022-07-26,26
15,2022-02-11,11
84,2022-06-23,23
56,2024-07-14,14
12,2023-03-03,3
51,2024-07-18,18
24,2023-04-05,5
46,2024-08-12,12
89,2022-10-08,8
50,2022-02-15,15
40,2022-01-05,5
26,2022-07-26,26
11,2023-02-16,16
84,2022-12-30,30
33,2023-07-23,23
97,2023-03-04,4
77,2024-09-12,12
21,2023-07-07,7
20,2022-11-13,13
77,2022-06-25,25
68,2022-12-27,27
57,2023-03-16,16
50,2024-09-21,21
41,2023-08-11,11
17,2023-02-02,2
34,2022-11-01,1
98,2024-06-29,29
19,2022-06-12,12
89,2022-12-09,9
64,2023-03-10,10
85,2023-05-26,26
53,2024-06-15,15
16,2022-12-04,4
22,2023-08-11,11
52,2024-03-19,19
70,2024-08-23,23
24,2024-01-04,4
1,2022-10-13,13
92,2024-01-06,6
5,2022-06-12,12
46,2023-11-13,13
18,2022-07-27,27
33,2024-11-18,18
24,2024-10-14,14
86,2023-08-23,23
40,2023-10-05,5
47,2021-12-12,12
48,2024-06-15,15
56,2024-05-08,8
61,2023-02-26,26
33,2023-08-31,31
7,2023-07-29,29
75,2024-05-28,28
27,2021-12-12,12
37,2023-02-16,16
61,2024-03-25,25
60,2023-06-07,7
99,2022-12-28,28
81,2022-12-29,29
54,2023-02-16,16
77,2024-06-29,29
42,2022-07-27,27
26,2024-03-30,30
97,2023-01-31,31
40,2024-10-29,29
2,2024-09-04,4
10,2023-10-26,26
5,2023-04-22,22
58,2023-07-24,24
7,2022-10-08,8
58,2023-08-23,23
66,2022-02-17,17
62,2023-05-16,16
39,2024-06-15,15
37,2023-09-02,2
84,2023-12-06,6
86,2022-12-27,27
78,2023-01-17,17
78,2023-02-02,2
77,2023-03-09,9
27,2024-11-23,23
43,2024-02-26,26
56,2023-06-06,6
40,2023-11-11,11
19,2023-10-26,26
34,2024-05-02,2
22,2023-09-30,30
75,2024-03-11,11
38,2022-12-29,29
21,2022-03-24,24
20,2023-08-23,23
81,2022-06-12,12
18,2021-12-16,16
17,2023-08-31,31
76,2023-11-20,20
28,2024-05-03,3
35,2022-05-04,4
12,2024-11-18,18
96,2023-01-22,22
30,2023-03-10,10
1,2023-08-24,24
97,2022-08-08,8
40,2022-06-30,30
39,2022-02-24,24
75,2024-07-08,8
8,2022-03-07,7
91,2022-12-29,29
94,2024-12-03,3
80,2023-05-01,1
90,2024-05-04,4
98,2022-04-16,16
47,2023-06-04,4
62,2024-05-03,3
78,2023-04-03,3
88,2022-02-15,15
78,2024-08-20,20
22,2023-01-22,22
57,2022-08-11,11
2,2022-10-05,5
11,2022-03-07,7
58,2024-03-20,20
19,2024-11-18,18
64,2023-04-14,14
20,2023-01-12,12
34,2024-01-30,30
65,2023-05-16,16
57,2024-08-13,13
72,2023-08-23,23
43,2024-02-26,26
29,2022-02-21,21
92,2022-09-10,10
99,2022-09-10,10
31,2022-04-12,12
60,2022-12-28,28
31,2024-01-05,5
2,2024-06-29,29
65,2023-09-02,2
55,2023-07-29,29
16,2022-02-21,21
21,2023-02-16,16
73,2024-05-03,3
37,2024-01-27,27
75,2024-01-06,6
66,2024-03-30,30
9,2022-06-12,12
28,2023-12-06,6
41,2023-07-29,29
46,2022-08-18,18
99,2022-02-21,21
17,2022-11-02,2
69,2024-05-03,3
100,2021-12-13,13
44,2022-02-21,21
46,2022-10-09,9
56,2022-09-10,10
29,2023-03-09,9
30,2022-08-08,8
64,2022-09-28,28
4,2024-01-22,22
66,2024-01-27,27
8,2023-09-30,30
41,2022-06-12,12
47,2024-04-17,17
24,2024-04-17,17
66,2023-07-23,23
8,2023-04-26,26
88,2022-03-11,11
44,2023-02-01,1
49,2022-02-28,28
59,2023-01-24,24
33,2024-09-25,25
52,2024-10-14,14
7,2023-10-27,27
13,2022-10-14,14
31,2024-03-30,30
86,2023-07-29,29
13,2022-08-09,9
75,2021-12-16,16
61,2023-06-15,15
27,2023-08-24,24
100,2022-02-25,25
48,2023-07-24,24
75,2024-07-08,8
81,2023-03-03,3
60,2024-01-20,20
67,2023-11-20,20
58,2024-08-13,13
8,2023-01-17,17
22,2022-10-14,14
78,2024-09-25,25
42,2022-12-09,9
84,2024-07-18,18
82,2024-04-17,17
99,2023-05-01,1
58,2022-02-24,24
83,2023-03-03,3
65,2022-12-25,25
87,2024-08-23,23
46,2024-10-29,29
6,2022-08-29,29
39,2022-10-29,29
85,2024-04-17,17
87,2023-11-13,13
83,2024-06-12,12
58,2022-10-09,9
37,2024-08-13,13
60,2024-04-12,12
71,2023-07-07,7
29,2023-08-26,26
77,2023-02-26,26
42,2023-02-16,16
89,2024-08-12,12
11,2023-06-15,15
49,2023-08-23,23
73,2024-10-29,29
63,2021-12-12,12
16,2022-07-19,19
39,2022-02-24,24
95,2022-06-30,30
68,2022-04-16,16
29,2024-11-07,7
88,2024-07-15,15
22,2023-09-02,2
7,2024-06-12,12
13,2024-05-08,8
89,2023-02-01,1
43,2022-06-12,12
54,2022-08-18,18
67,2023-06-04,4
35,2023-07-24,24
31,2024-08-23,23
61,2022-02-24,24
62,2024-03-11,11
74,2023-03-09,9
65,2022-07-19,19
92,2022-03-07,7
42,2022-07-20,20
91,2022-02-25,25
63,2022-06-30,30
22,2023-08-31,31
46,2023-04-03,3
41,2023-07-24,24
83,2023-08-11,11
86,2024-03-19,19
35,2022-12-28,28
9,2022-07-23,23
44,2023-03-10,10
43,2023-08-23,23
94,2024-04-22,22
91,2023-05-01,1
9,2023-09-02,2
21,2023-12-06,6
35,2024-05-04,4
16,2023-06-04,4
37,2024-12-06,6
51,2024-08-20,20
44,2024-04-17,17
85,2022-07-29,29
26,2023-01-22,22
100,2023-06-07,7
68,2023-08-31,31
13,2024-05-28,28
50,2023-08-11,11
63,2024-03-30,30
84,2022-12-28,28
17,2022-06-23,23
46,2023-02-16,16
81,2022-10-13,13
1,2023-07-23,23
45,2023-03-16,16
98,2024-01-20,20
14,2023-04-03,3
75,2022-12-28,28
93,2022-04-19,19
51,2023-03-09,9
25,2022-07-20,20
95,2023-06-04,4
31,2023-02-01,1
23,2022-04-19,19
94,2024-11-23,23
15,2024-07-08,8
83,2022-09-06,6
34,2023-11-11,11
60,2023-09-09,9
67,2023-06-06,6
8,2024-07-08,8
44,2024-08-13,13
16,2021-12-13,13
95,2024-04-17,17
10,2024-06-15,15
51,2024-07-14,14
2,2024-01-05,5
87,2024-04-17,17
83,2022-08-11,11
35,2024-10-14,14
21,2024-08-12,12
58,2024-05-05,5
58,2023-10-21,21
41,2023-03-09,9
12,2022-06-12,12
56,2024-02-26,26
52,2023-03-10,10
27,2023-06-27,27
90,2023-06-20,20
21,2022-01-16,16
7,2022-08-29,29
61,2023-04-14,14
46,2023-02-16,16
3,2023-06-07,7
97,2024-04-12,12
63,2023-03-03,3
85,2023-08-11,11
28,2023-04-25,25
19,2024-08-20,20
92,2023-07-23,23
68,2022-07-29,29
56,2023-10-21,21
56,2022-02-17,17
32,2022-12-25,25
4,2023-08-31,31
42,2024-03-19,19
17,2023-08-31,31
62,2022-06-12,12
63,2024-10-29,29
5,2022-09-28,28
76,2023-01-23,23
30,2024-09-04,4
60,2023-02-26,26
54,2024-01-27,27
26,2023-02-26,26
83,2023-10-10,10
54,2024-01-04,4
47,2022-10-13,13
77,2022-07-19,19
30,2023-06-06,6
47,2023-01-17,17
78,2024-09-11,11
19,2023-06-27,27
21,2023-05-02,2
43,2023-02-01,1
80,2023-01-24,24
34,2022-02-17,17
85,2024-05-28,28
1,2022-07-19,19
85,2022-02-25,25
63,2023-04-14,14
24,2024-09-04,4
51,2022-02-21,21
43,2022-07-23,23
8,2023-04-21,21
68,2024-09-25,25
26,2022-02-21,21
74,2022-08-08,8
65,2023-01-12,12
81,2023-03-03,3
41,2023-03-03,3
31,2022-08-09,9
55,2023-03-03,3
89,2024-07-10,10
67,2022-07-29,29
26,2024-08-20,20
51,2022-09-06,6
100,2023-04-03,3
45,2023-03-10,10
77,2024-05-15,15
42,2023-06-27,27
7,2024-04-17,17
13,2024-06-12,12
83,2024-06-29,29
85,2024-11-07,7
4,2023-04-14,14
77,2022-03-07,7
41,2023-04-03,3
58,2022-06-12,12
72,2023-10-10,10
23,2024-09-25,25
49,2024-06-12,12
66,2024-09-21,21
58,2023-08-31,31
60,2023-10-27,27
96,2024-09-04,4
5,2024-03-30,30
53,2024-01-06,6
69,2024-03-20,20
88,2024-05-15,15
39,2024-03-25,25
85,2023-03-09,9
79,2022-10-13,13
17,2024-01-30,30
43,2024-03-11,11
39,2022-09-10,10
24,2024-06-15,15
81,2022-04-12,12
38,2022-08-29,29
11,2021-12-13,13
31,2023-01-24,24
23,2023-10-26,26
66,2022-12-30,30
45,2022-04-19,19
50,2022-08-09,9
14,2023-04-26,26
97,2023-10-26,26
59,2024-07-08,8
80,2022-06-12,12
71,2023-04-25,25
86,2024-03-20,20
82,2023-08-27,27
55,2022-11-13,13
42,2023-03-16,16
39,2024-04-17,17
15,2022-02-11,11
44,2022-08-08,8
94,2022-04-16,16
21,2023-07-29,29
8,2024-09-11,11
59,2022-03-24,24
19,2024-05-04,4
99,2023-09-30,30
97,2022-02-25,25
42,2022-06-12,12
11,2022-08-08,8
41,2022-07-23,23
61,2023-04-26,26
67,2024-03-30,30
45,2023-06-20,20
71,2022-07-26,26
52,2023-08-24,24
84,2024-05-03,3
51,2024-08-12,12
11,2024-09-12,12
89,2024-11-07,7
15,2023-08-26,26
48,2024-10-14,14
31,2024-03-11,11
59,2023-07-17,17
57,2024-08-12,12
53,2023-01-31,31
34,2023-10-04,4
99,2024-03-20,20
36,2022-07-23,23
17,2024-01-04,4
63,2024-04-17,17
57,2024-11-30,30
83,2023-04-14,14
64,2023-09-30,30
90,2022-08-16,16
97,2023-06-15,15
87,2023-09-30,30
93,2024-05-03,3
94,2024-06-29,29
39,2024-05-02,2
42,2022-08-11,11
88,2023-01-22,22
60,2022-10-08,8
79,2024-05-02,2
50,2022-11-01,1
96,2023-08-23,23
48,2022-02-28,28
12,2022-06-25,25
33,2023-02-02,2
59,2023-10-27,27
33,2024-11-30,30
68,2022-12-03,3
72,2022-02-25,25
1,2024-09-21,21
84,2022-02-28,28
17,2024-08-20,20
16,2024-05-15,15
84,2023-05-02,2
17,2022-08-19,19
37,2024-04-17,17
23,2023-03-03,3
26,2023-01-31,31
84,2023-10-04,4
38,2023-06-04,4
49,2022-09-28,28
54,2024-07-10,10
16,2024-11-30,30
77,2024-09-04,4
22,2023-01-17,17
2,2024-01-20,20
39,2022-10-08,8
19,2024-07-06,6
36,2023-08-23,23
79,2024-07-10,10
59,2022-08-11,11
96,2023-02-16,16
79,2023-01-24,24
91,2024-12-06,6
55,2023-07-24,24
59,2024-01-05,5
33,2022-08-19,19
23,2022-08-29,29
5,2024-09-04,4
96,2023-12-06,6
6,2021-12-12,12
5,2023-01-23,23
51,2022-10-05,5
38,2023-06-06,6
38,2022-12-27,27
28,2024-07-15,15
29,2024-10-14,14
54,2023-06-07,7
17,2022-02-24,24
19,2023-11-20,20
3,2022-04-16,16
62,2023-07-07,7
35,2022-02-17,17
16,2022-10-13,13
7,2022-07-20,20
96,2023-01-24,24
44,2024-01-22,22
43,2022-02-21,21
64,2024-05-28,28
60,2023-02-16,16
88,2023-04-22,22
76,2024-03-25,25
52,2022-02-24,24
55,2023-10-27,27
20,2023-06-15,15
59,2023-07-07,7
62,2024-01-05,5
77,2024-01-04,4
4,2022-08-09,9
54,2022-04-12,12
68,2024-11-18,18
14,2024-07-14,14
13,2022-02-25,25
98,2022-01-05,5
86,2024-06-15,15
10,2022-07-27,27
43,2024-07-15,15
71,2022-09-28,28
17,2022-10-14,14
69,2023-11-25,25
28,2022-12-03,3
49,2024-03-20,20
91,2023-07-07,7
20,2022-10-08,8
44,2022-02-24,24
82,2023-06-06,6
79,2023-08-11,11
40,2022-10-29,29
76,2023-05-16,16
71,2024-04-22,22
28,2023-01-23,23
16,2022-08-16,16
94,2022-09-06,6
48,2023-01-17,17
27,2022-04-16,16
45,2022-02-21,21
20,2023-08-11,11
78,2024-03-20,20
58,2024-09-11,11
46,2024-08-13,13
40,2024-01-20,20
20,2024-05-28,28
99,2022-01-16,16
47,2021-12-16,16
37,2022-07-29,29
31,2022-01-16,16
96,2022-10-29,29
56,2024-01-30,30
46,2024-05-02,2
78,2022-01-10,10
95,2023-05-29,29
14,2024-03-20,20
48,2024-11-07,7
93,2023-04-14,14
99,2023-08-11,11
62,2023-03-09,9
28,2023-09-02,2
34,2024-11-07,7
36,2023-04-22,22
32,2023-11-25,25
24,2024-07-18,18
74,2023-05-01,1
55,2024-06-12,12
70,2024-11-18,18
52,2023-12-29,29
2,2023-01-23,23
24,2024-03-02,2
71,2023-07-23,23
9,2024-11-23,23
42,2023-11-20,20
15,2023-07-29,29
96,2024-11-07,7
2,2022-12-27,27
98,2022-11-02,2
61,2024-12-06,6
95,2022-08-18,18
52,2022-09-10,10
1,2023-04-21,21
43,2024-03-11,11
53,2024-03-11,11
4,2024-03-26,26
79,2023-06-04,4
19,2024-01-20,20
78,2023-04-21,21
25,2023-05-26,26
67,2024-03-25,25
43,2023-01-22,22
91,2023-03-16,16
60,2023-10-26,26
54,2023-07-29,29
94,2022-01-16,16
69,2022-03-07,7
4,2024-03-07,7
55,2024-05-04,4
54,2024-03-02,2
99,2024-08-23,23
24,2024-06-15,15
9,2024-08-20,20
27,2023-09-02,2
74,2021-12-16,16
45,2022-12-04,4
95,2024-03-02,2
34,2023-10-05,5
47,2022-12-04,4
57,2023-11-11,11
15,2024-01-30,30
79,2022-03-07,7
66,2023-01-12,12
33,2024-01-05,5
1,2023-10-10,10
33,2022-12-29,29
3,2023-04-25,25
12,2023-10-04,4
88,2024-02-26,26
65,2022-02-25,25
47,2024-07-10,10
4,2022-06-24,24
62,2022-08-16,16
56,2024-03-11,11
79,2023-02-16,16
25,2022-07-19,19
47,2024-03-02,2
39,2024-08-23,23
22,2024-03-20,20
88,2023-06-06,6
81,2022-04-16,16
99,2024-05-03,3
97,2024-08-23,23
35,2022-12-27,27
27,2024-01-06,6
48,2024-08-31,31
49,2022-12-27,27
28,2023-03-10,10
48,2024-01-06,6
15,2023-05-01,1
96,2024-03-30,30
58,2024-01-20,20
99,2022-12-04,4
27,2024-12-06,6
78,2022-09-28,28
96,2024-08-12,12
34,2022-10-08,8
67,2024-04-22,22
2,2023-06-20,20
1,2023-10-05,5
32,2024-01-06,6
59,2022-08-29,29
20,2023-02-01,1
68,2023-07-24,24
29,2024-11-18,18
47,2023-08-31,31
18,2023-09-30,30
82,2023-11-20,20
81,2022-09-28,28
67,2022-11-01,1
55,2022-02-25,25
68,2023-02-16,16
23,2024-09-04,4
60,2024-11-07,7
46,2023-04-21,21
69,2024-07-08,8
17,2024-11-07,7
31,2023-05-02,2
67,2022-04-19,19
56,2024-09-25,25
7,2022-09-10,10
14,2024-02-26,26
81,2023-08-23,23
28,2024-06-15,15
50,2022-06-12,12
90,2024-06-15,15
65,2024-03-20,20
38,2024-01-30,30
99,2024-09-09,9
35,2024-01-05,5
18,2023-10-05,5
71,2022-08-29,29
67,2023-08-23,23
70,2023-04-03,3
10,2023-08-23,23
58,2022-01-05,5
7,2023-06-06,6
35,2024-03-07,7
8,2024-02-26,26
7,2024-12-03,3
10,2024-09-04,4
2,2023-12-29,29
64,2024-09-04,4
53,2022-08-18,18
76,2023-04-03,3
92,2024-06-15,15
70,2023-04-05,5
98,2024-09-12,12
36,2023-06-06,6
66,2022-09-10,10
76,2023-04-21,21
35,2024-04-22,22
66,2021-12-17,17
35,2022-09-10,10
77,2022-12-04,4
36,2023-06-15,15
84,2024-09-12,12
99,2024-01-06,6
58,2021-12-16,16
24,2023-01-24,24
3,2023-07-07,7
38,2022-01-16,16
69,2022-07-20,20
33,2024-03-20,20
37,2024-03-20,20
64,2024-07-06,6
98,2022-10-09,9
17,2023-10-26,26
6,2022-12-30,30
87,2023-10-04,4
15,2024-04-12,12
